benchmark_set,qid,hop_count,gold_documents_count,gold_chunks_count,gold_spans_count,spans_verbatim_verified,references_doc034,references_doc086,contamination_flag,question_excerpt
scale1,S1_037,2,1,2,2,True,False,False,CLEAN,根据《麻醉药品和精神药品管理条例》，定点生产企业、全国性批发企业和区域性批发企业之间运输麻醉药品和第一类精神药品时，如果因没有铁路需要通过公路运输，发货人在运输方式、押运以及运输信息报送和通报方面分别
scale1,S1_038,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国中医药法》，医疗机构在市场上没有供应中药饮片时，如何合法地在本医疗机构内炮制、使用中药饮片？同时，该法对中医药学校教育的培养目标、修业年限、教学形式、教学内容、教学评价及学术水平评
scale1,S1_039,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国基本医疗卫生与健康促进法》第六条和《中华人民共和国精神卫生法》第十六条，各级人民政府在推进健康促进与精神卫生工作中应如何分工协调？学校对学生心理健康教育及心理援助的具体义务是什么？
scale1,S1_040,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国食品安全法》及其实施条例，县级以上地方人民政府在食品安全事故处置中未及时组织协调有关部门开展有效处置造成不良影响或损失的，应承担何种法律责任？同时，县级以上人民政府食品安全监督管理
scale1,S1_041,2,2,2,2,True,False,False,CLEAN,某医疗机构拟新建一座可能产生放射性职业病危害的放射诊疗楼。根据《职业病防治法》和《基本医疗卫生与健康促进法》，该建设单位在可行性论证阶段应履行哪些职业病危害预评价义务？该义务与基本医疗保险基金筹资机制
scale1,S1_042,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国基本医疗卫生与健康促进法》第三十条和《中华人民共和国医师法》第三十九条，在推进分级诊疗制度与加强基层医疗卫生队伍建设方面，两部法律如何衔接配合？具体而言，县级以上地方人民政府在整合
scale1,S1_043,2,2,2,2,True,False,False,CLEAN,根据《医疗机构管理条例实施细则》和《中华人民共和国医师法》，在两人以上合伙设置医疗机构的情形下，申请筹建该医疗机构的法定主体是谁？同时，若该医疗机构接收尚未取得医师执业证书的医学毕业生参与临床诊疗活动
scale1,S1_044,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国药品管理法》和《中华人民共和国中医药法》，药品上市许可持有人和中医药媒体在保障药品/中医药质量与宣传真实性方面分别承担哪些义务？若媒体未聘请中医药专业技术人员进行中医药知识宣传，且
scale1,S1_045,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国药品管理法》第七十三条和《医疗机构管理条例实施细则》第七十五条，当医疗机构评审委员会在对医疗机构进行评审时，发现该医疗机构存在药师未依法核对处方、擅自更改或代用药品，甚至对配伍禁忌
scale1,S1_046,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国医师法》第三十九条和《医疗纠纷预防和处理条例》第四十七条，县级以上人民政府卫生健康主管部门在医师继续医学教育保障与医疗纠纷预防处理中分别承担哪些职责？若医疗机构未按规定制定和实施医
scale1,S1_047,2,2,2,2,True,False,False,CLEAN,根据《病原微生物实验室生物安全管理条例》第五十条和《中华人民共和国生物安全法》第四十八条、第四十九条，县级以上人民政府卫生、兽医、环境保护主管部门在履行监督检查职责时，与病原微生物实验室设立单位及其法
scale1,S1_048,2,2,2,2,True,False,False,CLEAN,在传染病暴发、流行时，县级以上地方人民政府依据《中华人民共和国传染病防治法》第四十五条紧急调集人员或临时征用房屋、交通工具及相关设施设备后，若被调集人员或征用单位无正当理由阻碍卫生行政主管部门执法人员
scale1,S1_049,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》和《病原微生物实验室生物安全管理条例》，当疾病预防控制机构未依法履行传染病监测、报告等职责，同时认可机构对不符合生物安全条件的实验室予以认可，分别应承担何种行政处分和
scale1,S1_050,2,2,2,2,True,False,False,CLEAN,某医疗机构因管理混乱，存在严重事故隐患，可能直接影响医疗安全，且未按规定处置医疗废物，导致发生传染病传播事故。请问：依据《医疗机构管理条例实施细则》和《医疗废物管理条例》，登记机关对该医疗机构可以采取
scale1,S1_051,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第二十五条和《血吸虫病防治条例》第二十三条，在血吸虫病防治地区兴建大型水利项目时，建设单位应如何履行血吸虫病防治义务？若项目涉及家畜运输，还需遵守哪些检疫规定？请综合
scale1,S1_052,2,2,2,2,True,False,False,CLEAN,用人单位未按照规定报告职业病、疑似职业病，且弄虚作假，同时该单位伪造、变造、转让放射性同位素进口和转让批准文件，分别依据《中华人民共和国职业病防治法》第七十四条和《放射性同位素与射线装置安全和防护条例
scale1,S1_053,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第七十四条和《艾滋病防治条例》第四十八条，县级以上地方人民政府卫生行政部门在艾滋病防治工作中，对疾病预防控制机构、医疗机构未执行国家有关规定导致因输入血液、使用血液制
scale1,S1_054,2,2,2,2,True,False,False,CLEAN,某医疗机构名称中含有“中心”字样，但未同时含有行政区划名称或地名，且该机构因医疗过失行为导致患者损害。请问：该机构名称的核准要求是什么？在确定医疗事故赔偿数额时，应考虑哪些因素？若该损害不属于医疗事故
scale1,S1_055,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第十七条和《中华人民共和国生物安全法》第七十八条，请回答：各级疾病预防控制机构对传染病进行监测的法定职责是什么？若个人违反《生物安全法》第七十八条中与传染病监测相关的
scale1,S1_056,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国药品管理法》和《麻醉药品和精神药品管理条例》，从事药物临床试验必须遵守什么规范？该规范由哪个部门制定？若执业医师未按照临床应用指导原则的要求使用麻醉药品和第一类精神药品，且造成严重
scale1,S1_057,3,3,3,3,True,False,False,CLEAN,某省药品监督管理部门在监督检查中发现，某医疗机构医师在尚无有效或更好治疗手段的特殊情况下，经患者明确知情同意后，使用了药品说明书中未明确但具有循证医学证据的药品用法。同时，该省卫生健康主管部门正计划在
scale1,S1_058,3,3,3,3,True,False,False,CLEAN,某医疗机构将其《医疗机构执业许可证》以营利为目的转让给非卫生技术专业人员，受让方在执业过程中给患者造成伤害，且该机构使用的某批次药品被确认发生严重不良反应。请问：1）依据《医疗机构管理条例实施细则》，
scale1,S1_059,3,3,3,3,True,False,False,CLEAN,综合《食品安全法》第四十九条、《食品安全法实施条例》第六十九条和《药品管理法》第一百一十八条，请回答：在食用农产品种植、食品贮存运输及特殊食品销售、药品生产销售等环节，相关主体分别应遵守哪些制度要求？
scale1,S1_060,3,3,3,3,True,False,False,CLEAN,某用人单位拟为职工定期开展健康检查并组织健身活动，同时计划与某师范院校合作开展职工心理健康指导；该单位还准备申请设置一家内部医疗机构，并拟由一名曾因违反法规被吊销执业证书的医务人员担任该医疗机构的法定
scale1,S1_061,3,3,3,3,True,False,False,CLEAN,某市卫生健康主管部门在监督检查中发现，一家政府举办的医疗卫生机构存在以下情形：一是该机构对外出租医疗科室；二是该机构未健全医疗信息安全制度，导致患者健康信息泄露；三是该机构一名医疗卫生人员利用职务之便
scale1,S1_062,3,3,3,3,True,False,False,CLEAN,某生物科技企业生产车间涉及病原微生物操作，同时该企业下设生物安全实验室开展生物毒素研究，并委托医疗废物集中处置单位处理实验废物。因该企业未按规定对员工进行传染病防治知识培训，且卫生行政主管部门发现其违
scale1,S1_063,3,3,3,3,True,False,False,CLEAN,某医师在医疗联合体内的医疗机构中执业，同时某药品上市许可持有人拟停止生产国家短缺药品清单中的麻醉药品，且该持有人需自行运输该麻醉药品。请问：该医师是否需办理变更注册手续？该持有人停止生产短缺药品应履行
scale1,S1_064,3,3,3,3,True,False,False,CLEAN,在医疗纠纷处理与医疗机构设置审批的衔接中，若某医学会已受理医疗事故技术鉴定并需调查取证，同时卫生主管部门正调解同一医疗纠纷并拟抽取专家咨询或委托医疗损害鉴定，而该纠纷所涉医疗机构此前由下级卫生行政部门
scale1,S1_065,3,3,3,3,True,False,False,CLEAN,某港口医院（已取得《医疗机构执业许可证》）在接诊中发现一名甲类传染病疑似病人，同时该院检验科在日常工作中产生了若干损伤性医疗废物。根据《传染病防治法》《医疗机构管理条例实施细则》《医疗废物管理条例》及
scale1,S1_066,3,3,3,3,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第五十三条、《艾滋病防治条例》第四十三条和《中华人民共和国基本医疗卫生与健康促进法》第十六条，请回答：县级以上人民政府卫生行政部门对艾滋病防治中的母婴传播预防服务负有
scale1,S1_067,3,3,3,3,True,False,False,CLEAN,根据《药品管理法》第五十三条、《中医药法》第三十四条和《基本医疗卫生与健康促进法》第三十四条，国家在药品经营、中医药教育及医疗卫生服务体系建设中分别对相关主体设定了哪些法定义务、管理责任与建设要求？请
scale1,S1_068,3,3,3,3,True,False,False,CLEAN,根据《基本医疗卫生与健康促进法》第三十六条、《医疗机构管理条例实施细则》第八十二条和《医师法》第四十七条，请综合分析：在乡村医疗卫生服务体系中，各级各类医疗卫生机构、乡村医生、人民政府及国务院如何分工
scale1,S1_069,3,3,3,3,True,False,False,CLEAN,根据《医师法》第四十一条、《医疗事故处理条例》第五十六条和《医疗纠纷预防和处理条例》第五十二条，请综合回答：在基层和艰苦边远地区医师定向培养、委托培训的履约管理以及医疗纠纷预防与处理中，若出现违约、医
scale1,S1_070,3,3,3,3,True,False,False,CLEAN,某疫苗上市许可持有人未遵守药品生产质量管理规范，且在销售疫苗时未提供加盖其印章的批签发证明复印件；同时，某疾病预防控制机构在接收该疫苗时未索取并保存相关证明文件；当地县级以上人民政府卫生行政部门发现上
scale1,S1_071,3,3,3,3,True,False,False,CLEAN,某医疗机构的实验室从事病原微生物实验，同时该机构还负责采集人体组织、器官、细胞、骨髓等，并设有医疗废物集中处置设施。根据《传染病防治法》第二十二条、《艾滋病防治条例》第五十八条和《医疗废物管理条例》第
scale1,S1_072,3,3,3,3,True,False,False,CLEAN,根据《中华人民共和国食品安全法》第十八条、《中华人民共和国药品管理法》第一百二十八条和《中华人民共和国基本医疗卫生与健康促进法》第三十六条，请综合回答：在食品、药品和医疗卫生服务三大领域，当出现可能危
scale1,S1_073,3,3,3,3,True,False,False,CLEAN,某医师因违反《中华人民共和国医师法》相关规定，被某县级卫生健康主管部门作出行政处罚决定。该医师不服，拟寻求救济；同时，该医师与患者之间因医疗行为发生纠纷，患者向卫生主管部门申请调解。请结合《医疗机构管
scale1,S1_074,3,3,3,3,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第十七条、《血吸虫病防治条例》第九条和《中华人民共和国基本医疗卫生与健康促进法》第八十条，回答以下问题：血吸虫病作为传染病，其防治工作涉及监测、宣传教育及经费保障等多
scale1,S1_075,3,3,3,3,True,False,False,CLEAN,某医师因发生二级医疗事故未满五年，且其所在医疗机构被吊销《医疗机构执业许可证》，该医师同时是该医疗机构的法定代表人。现该医师拟申请设置一家新的医疗机构，并计划接受继续医学教育。同时，某县级以上城市从事
scale1,S1_076,3,3,3,3,True,False,False,CLEAN,某省疾病预防控制中心在传染病监测中发现一例不明原因聚集性疾病，随即指派工作人员甲前往现场采集疑似高致病性病原微生物样本。甲未取得相应生物安全防护设备，也未对样本来源、采集过程和方法作详细记录；同时，该
scale1,S1_077,3,3,3,3,True,False,False,CLEAN,某省药品监督管理部门的一名工作人员张某，同时参与了一家定点麻醉药品批发企业的经营活动，该企业后因销售假麻醉药品被查处。此外，张某曾因违反药品管理法规被吊销执业证书，现欲申请设置一家医疗机构并担任法定代
scale1,S1_078,3,3,3,3,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》第十三条、《病原微生物实验室生物安全管理条例》第五十四条和《中华人民共和国生物安全法》第十九条，请综合分析：在传染病防治和生物安全领域，各级人民政府及其相关部门、卫生
scale1,S1_079,3,3,3,3,True,False,False,CLEAN,某医疗机构拟新建可能产生放射性职业病危害的建设项目，并计划在竣工后开展基本医疗保险结算服务。在项目开工前、竣工后以及后续医师执业过程中，分别涉及哪些法律义务与责任？请结合《职业病防治法》第六十九条、《
scale1,S1_080,3,3,3,3,True,False,False,CLEAN,在食品安全风险预警、职工健康保护与复检费用承担并存的场景下，若某用人单位职工因食用国内市场上销售的进口食品导致健康损害，并引发对同批次进口食品的复检争议，请问：国家出入境检验检疫部门在接到境外食品安全
hub1,HUB_001,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，国家免疫规划疫苗由哪些部门组织集中招标或者统一谈判，形成并公布中标价格或者成交价格？
hub1,HUB_002,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国生物安全法》，国务院有关部门和有关军事机关根据职责分工，对可被用于生物恐怖活动、制造生物武器的生物体、生物毒素、设备或者技术进出境、进出口、获取、制造、转移和投放等活动，应当采取哪
hub1,HUB_003,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国生物安全法》，专业机构应当对哪些疾病开展主动监测，并预测什么趋势？
hub1,HUB_004,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国精神卫生法》，将非精神障碍患者故意作为精神障碍患者送入医疗机构治疗，给患者造成人身、财产或者其他损害的，应当承担什么责任？
hub1,HUB_005,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国精神卫生法》，心理咨询人员从事心理治疗或者精神障碍的诊断、治疗，且造成严重后果的，卫生行政部门、工商行政管理部门可依据各自职责作出何种处罚？
hub1,HUB_006,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》，国务院卫生行政部门应当在其网站上公布什么草案并公开征求意见？
hub1,HUB_007,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国医师法》，国家为加强基层医疗卫生人才培养和配备，重点培养哪类人才？
hub1,HUB_008,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国生物安全法》，从事生物技术研究、开发与应用活动应当遵循什么原则？如果违反该原则从事了危害生物安全的活动，地方各级人民政府及其有关部门、基层群众性自治组织以及有关单位和个人分别承担哪
hub1,HUB_009,2,2,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》第十四条和《中华人民共和国精神卫生法》第十八条，国家在研制疾病预防、控制急需的疫苗时，应如何组织联合攻关？同时，监狱、看守所等场所对服刑人员、被依法拘留、逮捕、强制隔离
hub1,HUB_010,2,2,2,2,True,False,False,CLEAN,某中医诊所超出备案范围开展医疗活动，被县级人民政府中医药主管部门责令停止执业活动，但其直接负责的主管人员王某在处罚决定作出后第三年，又被某医疗机构聘为管理负责人。同时，王某在计划生育行政部门依法执行公
hub1,HUB_011,2,1,2,2,True,False,False,CLEAN,根据《血吸虫病防治条例》，在血吸虫病防治地区，地方人民政府应当组织同步实施哪些与钉螺调查和杀灭相关的防治措施？如果单位和个人损坏或擅自移动了有钉螺地带的警示标志，将面临何种法律责任？
hub1,HUB_012,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，在中国境内上市的疫苗，其注册审批与后续预防接种管理分别涉及哪些规定？请结合第十九条和第四十二条，说明疫苗从注册上市到接种方案制定的完整法律要求。
hub1,HUB_013,2,2,2,2,True,False,False,CLEAN,某县发生急性血吸虫病暴发，经调查发现，疫情可能与当地一家病原微生物实验室违规操作有关。请问：根据《血吸虫病防治条例》和《病原微生物实验室生物安全管理条例》，县级以上地方人民政府在血吸虫病暴发时应履行哪
hub1,HUB_014,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国食品安全法实施条例》，集中用餐单位食堂的承包经营者在日常运营中应履行哪些食品安全义务？若其从境外采购的食品出现严重食品安全问题，国家出入境检验检疫部门可采取哪些控制措施？请结合该条
hub1,HUB_015,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国疫苗管理法》，疾病预防控制机构、接种单位在发现存在包装无法识别、储存温度不符合要求、超过有效期等问题的疫苗后，应当履行哪些处置和记录义务？同时，该法对疫苗监督检查队伍及派驻检查员制
hub1,HUB_016,3,3,3,3,True,False,False,CLEAN,某省卫生健康主管部门拟在辖区内一家基层医疗卫生机构配置陀螺旋转式钴-60立体定向放射治疗系统，用于开展肿瘤放射治疗。该机构同时承担基本医疗卫生服务，并计划使用国家免疫规划疫苗开展预防接种。请结合《基本
hub1,HUB_017,3,3,3,3,True,False,False,CLEAN,某县地处血吸虫病防治地区，同时承担长江防护林建设与航道工程建设任务。该县林业和交通主管部门在开展血吸虫病综合防治时，发现工程区域内存在因疫病监测预警而依法收缴的过期、损坏麻醉药品和精神药品，且部分药品
hub1,HUB_018,3,3,3,3,True,False,False,CLEAN,某省卫生健康主管部门在联合执法检查中发现：一家同时经营碘盐零售和疫苗接种服务的公共场所，其服务人员未取得健康合格证明即从事服务工作，且该场所接种记录仅保存至疫苗有效期满后三年即销毁；同时，该场所的碘盐
hub1,HUB_019,3,3,3,3,True,False,False,CLEAN,某乡镇学校在未取得卫生行政部门、劳动部门和工会组织审查同意的情况下擅自将粉尘作业外包给无防尘设施的个体工商户，并安排未成年人从事该作业，同时该校未将卫生工作纳入学校工作计划且未执行健康检查制度。卫生行
hub1,HUB_020,3,3,3,3,True,False,False,CLEAN,某医疗保健机构拟开展新生儿疾病筛查并同时进行预防接种，其使用的疫苗中包括一种用于预防新生儿严重感染性疾病的创新疫苗，该疫苗尚未在中国境内上市；同时，该机构还计划与某实验研究单位合作，将后者在麻醉药品和
hub1,HUB_021,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国食品安全法》，食品检验机构在什么条件下方可从事食品检验活动？
hub1,HUB_022,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》，国家在职业病防治技术、工艺、设备、材料方面采取哪些鼓励、支持和限制、淘汰措施？
hub1,HUB_023,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国职业病防治法》，负责全国职业病防治的监督管理工作的部门是哪些？
hub1,HUB_024,1,1,1,1,True,False,False,CLEAN,根据《病原微生物实验室生物安全管理条例》，新建、改建或者扩建一级、二级实验室，应当向哪一级主管部门备案？
hub1,HUB_025,1,1,1,1,True,False,False,CLEAN,根据《放射性同位素与射线装置安全和防护条例》，生产、销售、使用放射性同位素和射线装置的单位变更单位名称、地址、法定代表人，未依法办理许可证变更手续的，由哪个部门责令限期改正并给予警告？逾期不改正的，由
hub1,HUB_026,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，血站、单采血浆站将未经艾滋病检测的人体血液、血浆，或者艾滋病检测阳性的人体血液、血浆供应给医疗机构和血液制品生产单位的，尚不构成犯罪的，应当如何处理？
hub1,HUB_027,1,1,1,1,True,False,False,CLEAN,根据《艾滋病防治条例》，公安、司法行政机关对被依法逮捕、拘留和在监狱中执行刑罚以及被依法收容教育、强制戒毒和劳动教养的艾滋病病毒感染者和艾滋病病人，应当采取什么措施？
hub1,HUB_028,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法实施办法》，婚前医学检查发现当事人患有“不宜生育的严重遗传性疾病”时，医师应当如何说明情况并提出建议？如果该当事人之后生育了严重遗传性疾病患儿，再次妊娠前夫妻双方又应当履
hub1,HUB_029,2,2,2,2,True,False,False,CLEAN,某省人民政府根据《母婴保健法》第十三条制定了婚前医学检查制度实施办法，规定婚前医学检查由经批准的中医诊所承担，并设定了收费标准。后某中医诊所超出备案范围开展婚前医学检查，被县级中医药主管部门查处。请问
hub1,HUB_030,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国母婴保健法》，医疗保健机构为育龄妇女和孕产妇提供孕产期保健服务时，若涉及产前诊断和婚前医学检查，分别需要由经过何种考核并取得合格证书的人员从事？请结合该法第十四条和第三十三条回答。
hub1,HUB_031,2,1,2,2,True,False,False,CLEAN,根据《医疗纠纷预防和处理条例》，医疗机构及其医务人员在诊疗活动中应当以患者为中心，加强人文关怀，严格遵守医疗卫生法律、法规、规章和诊疗相关规范、常规，恪守职业道德，并应当对其医务人员进行医疗卫生法律、
hub1,HUB_032,2,2,2,2,True,False,False,CLEAN,某省在婚前医学检查中发现一名当事人处于传染期内的指定传染病，且该病种可能构成传染病暴发、流行。请结合《中华人民共和国母婴保健法实施办法》第十四条与《突发公共卫生事件应急条例》第十九条，回答：医疗、保健
hub1,HUB_033,2,2,2,2,True,False,False,CLEAN,某三级实验室已通过国家认可并从事口腔修复（镶牙）相关的病原微生物研究，根据《病原微生物实验室生物安全管理条例》和《湖北省生计生委关于对镶牙是否属于诊疗活动请示的批复》，该实验室在备案与诊疗行为认定上分
hub1,HUB_034,2,1,2,2,True,False,False,CLEAN,根据《病原微生物实验室生物安全管理条例》，保藏机构未依照规定储存实验室送交的菌（毒）种和样本，或者未依照规定提供菌（毒）种和样本，且造成传染病传播、流行或者其他严重后果的，应如何处理？同时，若发生病原
hub1,HUB_035,2,2,2,2,True,False,False,CLEAN,某医疗机构发现一例因实验室感染高致病性病原微生物而罹患传染病的病人，该机构应在多长时间内报告哪个部门？接到报告的部门又应在多长时间内通报哪个部门？若该实验室同时从事食盐加碘所需碘剂的购置与加碘作业，其
hub1,HUB_036,3,3,3,3,True,False,False,CLEAN,某企业拟在某县 simultaneously 开展食品生产、医疗废物收集运送贮存处置以及针对本县重大疾病的专项防控服务。请问：该企业分别需要取得哪些行政许可或符合哪些法定条件？若其未取得医疗废物经营许
hub1,HUB_037,3,3,3,3,True,False,False,CLEAN,某医疗机构拟新建一处可能产生放射性职业病危害的放射诊疗建设项目，并计划在该项目内配制、使用医疗用毒性药品。根据《中华人民共和国职业病防治法》第十八条、《医疗用毒性药品管理办法》第四条和《中华人民共和国
hub1,HUB_038,3,3,3,3,True,True,False,CONTAMINATED_DOC034,某医疗保健机构中一名以妇产科专业注册的临床医师，在从事计划生育技术服务时引发医疗纠纷，经人民调解达成调解协议。该医师主张其依据国家卫生计生委批复无需取得《计划生育技术服务人员合格证》，并询问调解协议书
hub1,HUB_039,3,3,3,3,True,False,False,CLEAN,某医疗机构因改建申请停业，经登记机关批准后停业8个月。停业期间，该机构因涉嫌使用虚假医疗损害鉴定意见被调查，同时其所在地发生突发公共卫生事件，当地县级人民政府及有关部门对上级人民政府有关部门的调查不予
hub1,HUB_040,3,3,3,3,True,False,False,CLEAN,某省卫生健康委在开展公共卫生与生物安全联合执法检查时，发现以下情形：甲企业通过公路运输一批高致病性病原微生物样本，承运单位未凭法定批准文件即予以运输，且未与护送人共同采取安全措施；乙乡镇企业主管部门未
hub1,HUB_041,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国药品管理法》，在中国境内上市的药品，哪些情形除外应当经国务院药品监督管理部门批准并取得药品注册证书？
hub1,HUB_042,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国药品管理法》，因药品质量问题受到损害的，受害人可以向哪些主体请求赔偿损失？
hub1,HUB_043,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》，传染病病人、病原携带者和疑似传染病病人，在治愈前或者在排除传染病嫌疑前，不得从事什么工作？
hub1,HUB_044,1,1,1,1,True,False,False,CLEAN,根据《中华人民共和国传染病防治法》，为了查找传染病病因，医疗机构在必要时可以对传染病病人尸体或者疑似传染病病人尸体进行解剖查验，但应当履行什么程序？
hub1,HUB_045,1,1,1,1,True,False,False,CLEAN,根据《医疗事故处理条例》，当事人向卫生行政部门提出医疗事故争议处理申请的期限是多久？
hub1,HUB_046,1,1,1,1,True,False,False,CLEAN,根据《医疗事故处理条例》，专家鉴定组成员有哪些情形之一的，应当回避，当事人也可以以口头或者书面的方式申请其回避？
hub1,HUB_047,1,1,1,1,True,True,False,CONTAMINATED_DOC034,根据《医疗器械监督管理条例》，关于红十字会的建立，全国性行业根据需要可以建立什么？
hub1,HUB_048,2,2,2,2,True,False,False,CLEAN,某医疗机构因医疗事故被卫生行政部门审核医疗事故技术鉴定结论后拟作出行政处理，但该机构主张其执业登记机关与医疗事故鉴定审核机关不一致，可能影响处理效力。请问：根据《医疗事故处理条例》和《医疗机构管理条例
hub1,HUB_049,2,2,2,2,True,False,False,CLEAN,某村已发生甲类传染病病例，县级以上地方人民政府对该村特定区域人员实施隔离措施。隔离期间，取得执业医师资格并开办村医疗卫生机构的张某，应村民要求提供预防、保健和医疗服务。请问：张某所在单位能否以隔离为由
hub1,HUB_050,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国药品管理法》，药品上市许可持有人未按规定对已上市药品开展上市后评价，且药品监督管理部门未及时发现该药品存在的系统性风险并造成严重影响的，应如何处理？请结合该法第八十三条和第一百四十
hub1,HUB_051,2,1,2,2,True,False,False,CLEAN,根据《医疗事故处理条例》，患者甲因医疗事故争议，在知道身体健康受到损害后第8个月时向卫生行政部门提出了书面处理申请，卫生行政部门受理后移交医学会组织鉴定。医学会于受理鉴定之日起第4日通知了医患双方提交
hub1,HUB_052,2,1,2,2,True,False,False,CLEAN,根据《中华人民共和国药品管理法》，某药品生产企业生产以儿童为主要使用对象的劣药，且该劣药造成用药者人身伤害，受害人向药品经营企业请求赔偿。请结合该法第一百三十七条和第一百四十四条，回答：（1）对该生产
hub1,HUB_053,2,1,2,2,True,False,False,CLEAN,根据《医疗事故处理条例》，当发生患者死亡的医疗事故争议时，卫生行政部门应如何确定受理机关？若该争议已确定为医疗事故，当事人请求赔偿调解，卫生行政部门进行调解时应遵循什么原则？调解不成或达成协议后一方反
hub1,HUB_054,2,2,2,2,True,False,False,CLEAN,在职业病诊断与鉴定中，若需参照医疗事故技术鉴定程序作出鉴定结论并制作鉴定书，应如何结合《医疗事故处理条例》第三十一条和《卫生部关于职业病诊断与鉴定有关问题的批复》（卫法监发〔2002〕173号）的规定
hub1,HUB_055,2,2,2,2,True,False,False,CLEAN,药品网络交易第三方平台提供者在审核入驻平台的药品经营企业资质时，若该企业同时属于流动人口中的育龄夫妻，根据《中华人民共和国药品管理法》第六十二条和《流动人口计划生育工作条例》第十二条，第三方平台提供者
hub1,HUB_056,3,3,3,3,True,False,False,CLEAN,在传染病暴发、流行期间，某药品生产企业既生产防治传染病的药品，又存在产品安全违法行为。请问：根据《传染病防治法》《职业病防治法》和《国务院关于加强食品等产品安全监督管理的特别规定》，行政机关在对该企业
hub1,HUB_057,3,3,3,3,True,False,False,CLEAN,某患者因在符合资质的医疗机构接受国家免费提供的计划生育手术发生并发症，经鉴定为三级以上计划生育手术并发症。该患者与医疗机构就赔偿等民事责任争议自行协商达成协议，但未制作法定协议书；同时，该医疗机构在采
hub1,HUB_058,3,3,3,3,True,False,False,CLEAN,某医师未取得卫生行政主管部门批准，擅自在家中行医，在诊疗过程中发现一名患者疑似为突发原因不明的传染病，但未按属地管理原则报告；后该患者被确诊为艾滋病病毒感染者，该医师亦未将感染事实告知本人（患者为完全
hub1,HUB_059,3,3,3,3,True,True,False,CONTAMINATED_DOC034,某市卫生健康委员会在联合执法检查中发现以下情形：甲医院冒用红十字标志开展义诊并发布虚假信息损害红十字会名誉；乙诊所为育龄妇女实施计划生育手术，术后妇女出现并发症，该诊所主张其手术属于国家免费提供的计划
hub1,HUB_060,3,3,3,3,True,False,False,CLEAN,某中医养生保健机构在未取得《医疗机构执业许可证》的情况下，使用具有创伤性的“火疗”技术为顾客“治疗风寒湿性关节痛”，并宣称“气功治病”效果，同时其使用的“火疗”相关药品被药品上市许可持有人发现存在质量
hub1,HUB_061,1,1,1,1,True,False,False,CLEAN,根据《乡村医生从业管理条例》，对承担国家规定的预防、保健等公共卫生服务的乡村医生，其培训所需经费应列入哪一级财政预算？对边远贫困地区，哪一级地方人民政府应当给予适当经费支持？
hub1,HUB_062,1,1,1,1,True,False,False,CLEAN,根据《乡村医生从业管理条例》，乡村医生经考核不合格的，在多久之内可以申请进行再次考核？
hub1,HUB_063,1,1,1,1,True,False,False,CLEAN,根据《卫生部关于中医执业的14个批复》，在中医医疗监督工作中，发现以涉及中医药的“预防”“保健”“养生”等为名涉嫌虚假宣传、欺诈消费者，牟取不正当利益的行为，对不属于本机关管辖的，应当如何处理？
